source_title,mapped_title,match_score,match_kind,buyer_segment_rollup,buyer_segment
Business Analytics Specialist,Analytics Specialist,95.0,fuzzy,Practitioner,Data End User
Business Intelligence Consultant,Senior Business Intelligence Consultant,95.0,fuzzy,Practitioner,Data End User
Senior Product Test Engineer 2,Senior Product Engineer,95.0,fuzzy,Practitioner,Product End User
Quality Assurance Engineer,Software Quality Assurance Engineer,95.0,fuzzy,Practitioner,Operations End User
Expert Software Engineer,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Quality Analyst,Senior Quality Analyst,95.0,fuzzy,Practitioner,Operations End User
Python Developer Intern,Python Developer,95.0,fuzzy,Practitioner,Technology End User
Quality Assurance Lead,Quality Assurance,95.0,fuzzy,Practitioner,Operations End User
Senior Lead Quality Engineer,Lead Quality Engineer,95.0,fuzzy,Practitioner,Operations End User
Senior Lead Software Engineer,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Security Engineer II,Senior Security Engineer,95.0,fuzzy,Practitioner,Security End User
Senior Manager - AI & Data Engineering,Senior Engineering Manager,95.0,fuzzy,Practitioner,Technology End User
Senior Manager - People Analytics,Senior Manager Analytics,95.0,fuzzy,Practitioner,Data End User
Senior Manager Quality Engineering,Senior Engineering Manager,95.0,fuzzy,Practitioner,Technology End User
Cloud Security Engineer,Senior Cloud Security Engineer,95.0,fuzzy,Practitioner,Security End User
Cloud Architect,Cloud Data Architect,95.0,fuzzy,Practitioner,Data End User
Senior Project Manager,Senior IT Project Manager,95.0,fuzzy,Decision Maker,Information Decision Maker
Senior Lead Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Quality Assurance Automation Engineer,Senior Quality Assurance Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Software Engineer L - 1,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Software Engineer L1,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Software Engineer L3,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Software Engineer ll,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Server Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Mobile Application Developer,Senior Application Developer,95.0,fuzzy,Practitioner,Technology End User
Senior Salesforce Software Engineer,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
System Software Developer,Software Developer,95.0,fuzzy,Practitioner,Technology End User
Lead Technical Architect,Technical Architect,95.0,fuzzy,Practitioner,Technology End User
Senior Quality Control Analyst,Senior Quality Analyst,95.0,fuzzy,Practitioner,Operations End User
Senior Quality Engineer,Quality Engineer,95.0,fuzzy,Practitioner,Operations End User
Sql Database Administrator,Sql Server Database Administrator,95.0,fuzzy,Practitioner,Data End User
Senior SQL Developer,Senior Developer,95.0,fuzzy,Practitioner,Technology End User
Senior Sales Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior QA/QC Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Development Engineer,Product Development Engineer,95.0,fuzzy,Practitioner,Product End User
Senior Edge AI Engineer L1,Senior AI Engineer,95.0,fuzzy,Practitioner,Data End User
Senior Embedded Software Engineer,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Consultant - IT,IT Consultant,95.0,fuzzy,Practitioner,Information End User
Computer Vision Engineer,Computer Engineer,95.0,fuzzy,Practitioner,Technology End User
Consultant,IT Consultant,95.0,fuzzy,Practitioner,Information End User
Senior I&PS Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior IT Quality Analyst,Senior IT Analyst,95.0,fuzzy,Practitioner,Information End User
Senior Engineering Manager (VP),Senior Engineering Manager,95.0,fuzzy,Practitioner,Technology End User
Senior Engineering Lead,Engineering Lead,95.0,fuzzy,Practitioner,Technology End User
Senior Facade Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Full Stack Java Developer,Senior Full Stack Developer,95.0,fuzzy,Practitioner,Technology End User
Electrical Site Engineer,Electrical Engineer,95.0,fuzzy,Practitioner,Technology End User
Electrical Design Engineer,Electrical Engineer,95.0,fuzzy,Practitioner,Technology End User
Engineering Specialist,Data Engineering Specialist,95.0,fuzzy,Practitioner,Data End User
Director of IT,IT Director,95.0,fuzzy,Practitioner,Information End User
Associate Developer,Associate Software Developer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer - II,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer - IV,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software QA Engineer,Senior Software QA Engineer,95.0,fuzzy,Practitioner,Operations End User
Director IT,Director,95.0,fuzzy,Decision Maker,Information Decision Maker
QA Engineer,Lead QA Engineer,95.0,fuzzy,Practitioner,Operations End User
R&D Lead Software Engineer,Lead Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Cyber Security Analyst,Senior Cyber Security Analyst,95.0,fuzzy,Practitioner,Security End User
Senior Manager,Senior IT Manager,95.0,fuzzy,Decision Maker,Information Decision Maker
Machine Learning Engineer - 3,Machine Learning Engineer ,95.0,fuzzy,Practitioner,Data End User
Machine Learning Engineer - II,Machine Learning Engineer ,95.0,fuzzy,Practitioner,Data End User
Support Engineer,Senior Support Engineer,95.0,fuzzy,Practitioner,Information End User
Support Specialist,IT Support Specialist ||,95.0,fuzzy,Practitioner,Information End User
IT Consulting,Consulting,95.0,fuzzy,Practitioner,Information End User
Engineering Manager,Product Engineering Manager,95.0,fuzzy,Practitioner,Product End User
Production Support Engineer,Production Engineer,95.0,fuzzy,Practitioner,Product End User
Deputy Manager Quality Assurance,Quality Assurance Manager,95.0,fuzzy,Practitioner,Operations End User
Lead Engineer,Lead AI Engineer,95.0,fuzzy,Practitioner,Data End User
Software Engineer III,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer IV,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer Intern,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Lead CORE AI Engineer,Lead AI Engineer,95.0,fuzzy,Practitioner,Data End User
Data Analytics Customer Engineer,Data Analytics Engineer,95.0,fuzzy,Practitioner,Data End User
Senior Engineer AI/ML,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer L2,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer Level 3,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Assistant General Manager Information Technology,General Manager Information Technology,95.0,fuzzy,Decision Maker,Information Decision Maker
AWS Solutions Architect,Solutions Architect,95.0,fuzzy,Practitioner,Technology End User
Senior Civil Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Architect,AI Architect,95.0,fuzzy,Practitioner,Data End User
Software Engineer | Apple,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Deputy Manager Data Analytics,Data Analytics Manager,95.0,fuzzy,Practitioner,Data End User
Senior ETL Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Assistant Quality Assurance Manager,Quality Assurance Manager,95.0,fuzzy,Practitioner,Operations End User
Java Software Developer,Software Developer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer L-II,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer L1,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer Mid,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer Senior Specialist,Senior Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Engineer intern,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Jnr Software Developer,Software Developer,95.0,fuzzy,Practitioner,Technology End User
Cloud Engineer,Cloud Data Engineer,95.0,fuzzy,Practitioner,Data End User
Senior Network Operations Center Engineer,Network Operations Center Engineer,95.0,fuzzy,Practitioner,Information End User
Senior Platform Engineer,Platform Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Principal Data Engineer,Senior Principal Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Process Data Engineer,Senior Data Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Infra Operations Engineer,Senior Operations Engineer,95.0,fuzzy,Practitioner,Operations End User
Senior ETL Developer,Senior Developer,95.0,fuzzy,Practitioner,Technology End User
Deputy Manager - IT,Deputy IT Manager,95.0,fuzzy,Decision Maker,Information Decision Maker
Data Architect,Big Data Architect,95.0,fuzzy,Practitioner,Data End User
Data Analyst / Data Science,Data Science Analyst,95.0,fuzzy,Practitioner,Data End User
Systems Engineer,Senior Systems Engineer,95.0,fuzzy,Practitioner,Technology End User
Lead Application Architect,Application Architect,95.0,fuzzy,Practitioner,Technology End User
Lead Software Engineer (SDE 3),Lead Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Quality Assurance Tester,Quality Assurance,95.0,fuzzy,Practitioner,Operations End User
AI Product Manager,Product Manager,95.0,fuzzy,Practitioner,Product End User
Trainee Software Engineer,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Data | AI Engineer,Senior AI Engineer,95.0,fuzzy,Practitioner,Data End User
Senior Design Engineer,Senior Product Design Engineer,95.0,fuzzy,Practitioner,Product End User
Senior DevOps Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Lead Application Developer,Application Developer,95.0,fuzzy,Practitioner,Technology End User
Research Associate,Senior Research Associate,95.0,fuzzy,Practitioner,Data End User
Design Engineer,Lead Design Engineer,95.0,fuzzy,Practitioner,Product End User
Design Engineer Electrical,Electrical Engineer,95.0,fuzzy,Practitioner,Technology End User
Sr Full Stack Developer,Full Stack Developer,95.0,fuzzy,Practitioner,Technology End User
Software Quality Engineer,Software Quality Assurance Engineer,95.0,fuzzy,Practitioner,Operations End User
Software Support Engineer,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Testing Engineer,Software Engineer,95.0,fuzzy,Practitioner,Technology End User
Infrastructure Lead,Infrastructure Team Lead,95.0,fuzzy,Practitioner,Information End User
IT Project Manager,Senior IT Project Manager,95.0,fuzzy,Decision Maker,Information Decision Maker
IT Engineer,IT Engineer Iead,95.0,fuzzy,Practitioner,Information End User
Senior Devops Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Lead Research Engineer,Research Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior CAE Engineer,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Application Developer - Splunk,Application Developer,95.0,fuzzy,Practitioner,Technology End User
Lead - Solutions Engineer,Solutions Engineer,95.0,fuzzy,Practitioner,Technology End User
Software Tester,Software QA Tester,95.0,fuzzy,Practitioner,Operations End User
Senior Clinical Data Engineer,Senior Data Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Cloud Developer,Senior Developer,95.0,fuzzy,Practitioner,Technology End User
Senior Advanced Cloud Engineer,Senior Cloud Engineer,95.0,fuzzy,Practitioner,Technology End User
Solutions Architect - AI,Solutions Architect,95.0,fuzzy,Practitioner,Technology End User
Software Engineering Lead,Software Engineering Team Lead,95.0,fuzzy,Practitioner,Technology End User
Senior Developer Support Engineer,Senior Support Engineer,95.0,fuzzy,Practitioner,Information End User
Research Scientist,Senior Research Scientist,95.0,fuzzy,Practitioner,Product End User
HEAD Product Development,Product Development,95.0,fuzzy,Practitioner,Product End User
Information Security Specialist,Senior Information Security Specialist,95.0,fuzzy,Practitioner,Security End User
Information Technology Analyst,Information Technology Business Analyst,95.0,fuzzy,Practitioner,Information End User
AI Engineer,Lead AI Engineer,95.0,fuzzy,Practitioner,Data End User
Deputy General Manager IT,Deputy IT Manager,95.0,fuzzy,Decision Maker,Information Decision Maker
Infrastructure Operations Manager,Manager - IT Infrastructure And Cloud Operations,95.0,fuzzy,Decision Maker,Information Decision Maker
Data/AI/ML Engineering Senior Manager,Senior Engineering Manager,95.0,fuzzy,Practitioner,Technology End User
Security Engineer,Cyber Security Engineer,95.0,fuzzy,Practitioner,Security End User
Lead Technical,Technical Lead,95.0,fuzzy,Practitioner,Technology End User
Linux Application Developer,Application Developer,95.0,fuzzy,Practitioner,Technology End User
Lead Engineer - Platform,Platform Engineer,95.0,fuzzy,Practitioner,Technology End User
Lead Full Stack Developer,Full Stack Developer,95.0,fuzzy,Practitioner,Technology End User
Test Engineer,QA Test Engineer,95.0,fuzzy,Practitioner,Operations End User
Data Product Manager,Product Manager,95.0,fuzzy,Practitioner,Product End User
Senior Business System Analyst,Senior Business Analyst,95.0,fuzzy,Practitioner,Data End User
Senior Cloud Ops Engineer,Senior Cloud Engineer,95.0,fuzzy,Practitioner,Technology End User
Data Engineer,Cloud Data Engineer,95.0,fuzzy,Practitioner,Data End User
Deputy Manager,Deputy IT Manager,95.0,fuzzy,Decision Maker,Information Decision Maker
Delivery Consultant,Service Delivery Consultant,95.0,fuzzy,Practitioner,Product End User
Data Engineering,Data Engineering Lead,95.0,fuzzy,Practitioner,Data End User
Senior Engineer Development,Senior Product Development Engineer,95.0,fuzzy,Practitioner,Product End User
Senior Engineer R&D,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
Senior Engineer SCM,Senior Engineer,95.0,fuzzy,Practitioner,Technology End User
