Person Title,Person Buyer Segment
Frontend Engineer,Technology End User
Software Engineer,Technology End User
GenAI Implementation engineer,Technology End User
Full Stack Developer,Technology End User
PM,Other Decision Maker
Pharmacy assistant,Other End User
Business Development Engineer,Sales End User
Deputy General Manager - Research & Devlopment,Technology Decision Maker
Software Engineer,Technology End User
Project engineer,Technology End User
Specialist Programmer( 3 ),Technology End User
Social media executive / Account Manager,Sales End User
Sr. Recruiting Expert for IBM Talent Acquisition Group,HR Decision Maker
"Senior Web Developer /  Team Leader, Web Development",Technology End User
It manager,Information Decision Maker
Data Engineer,Technology End User
Data Scientist,Data End User
Managing Partner,Other Decision Maker
Engineer,Technology End User
Senior Product Manager Retail Systems,Industry LOB - Retail DM
Senior Manager,Other End User
Software Engineer,Technology End User
Group Technical Manager | Agile Engineering Leadership | DevOps | Automation,Other End User
Consultant -Package Implementation -P1,Other End User
OE,Junk/Invalid
Software Engineer,Technology End User
College Instructor,Other End User
Senior Software Engineer,Technology End User
Ai Intern,Data End User
Technical specialist,Technology End User
Engineer,Technology End User
web developer,Technology End User
Associate Officer,Other End User
Data Engineer,Technology End User
Senior Member of Technical Staff,Technology End User
Cto Office Coordinator,Technology End User
대표,Other End User
Ai Developer,Data End User
"Senior Specialist // Bengaluru, Karnataka, India",Other End User
Specialist Programmer,Technology End User
Senior Systems Engineer,Technology End User
Fresher,Other End User
SDE Intern,Technology End User
ACCOUNTS PAYABLES,Finance End User
Developer,Technology End User
Lead Engineer,Technology End User
Frontend Developer,Technology End User
Senior Software Engineer,Technology End User
new delhi,Junk/Invalid
Ai Engineer,Technology End User
Software Engineer,Technology End User
product Business Development,Product End User
AI Engineer,Technology End User
Senior Software Engineer,Technology End User
Software Engineer,Technology End User
Product Marketing Manager/ Senior Product Manager,Marketing Decision Maker
Engineer,Technology End User
Junior Data Analyst,Data End User
Senior Software Engineer,Technology End User
Senior Project Executive,Other Decision Maker
Senior Consultant,Other End User
Delivery Manager,Other End User
Project Engineer,Technology End User
Product Manager,Product End User
Manual,Junk/Invalid
product owner,Product End User
Corporate Communications Manager,Marketing Decision Maker
Research Engineer,Technology End User
Senior Backend Developer,Technology End User
Senior Lead Engineer/ Product Owner,Product End User
Architect,Technology End User
Business Consultant,Sales End User
Scrum Master,Other End User
System Engineer,Technology End User
Software Engineer,Technology End User
Backend Developer,Technology End User
Network Architect,Technology End User
Senior Cloud Solutions architect,Information End User
Engineer,Technology End User
Intern,Industry LOB - Edu End User
Software Developer,Technology End User
Graduate Engineering Trainee,Technology End User
Insinyur Software,Other End User
Developer,Technology End User
Social Networking,Other End User
Lead Software Engineer,Technology End User
Cashier,Other End User
Business Development Manager - North,Sales End User
IT Analyst,Information End User
System Engineer,Technology End User
Associate Technology L1,Technology End User
CEO,Chief Executive
Civil Engineer Cum Lifting Engineer,Other End User
Senior Software Developer,Technology End User
Senior Product Manager,Product Decision Maker
Backend Developer,Technology End User
Lead Software Engineer,Technology End User
Staff Product Manager,Product Decision Maker
Lead Developer,Technology End User
DEVELOPER,Technology End User
Staff Engineer,Technology End User
Commercial coworker,Sales End User
Senior Web Developer,Technology End User
Information Technology Support Team Lead,Information End User
Portfolio Engineer,Finance Executive
Data Analyst,Data End User
Software Engineer,Technology End User
System Engineer,Technology End User
Network security,Security End User
Quality Analyst Engineer-1,Data End User
Devosp Engineer,Technology End User
Software Developer,Technology End User
Senior Technical Writer,Technology End User
Quality analyst,Other End User
Technical Architect,Technology End User
Digital Product Manager,Product Decision Maker
Engineering Superintendent / Superintendent Planning & Outages,Operations Executive
Lawyer,Legal End User
Systems Engineer,Technology End User
Reliability Engineer,Technology End User
Software Developer,Technology End User
Cloud engineer,Technology End User
Engineer,Technology End User
DevOps Engineer 2,Technology End User
Accountant,Finance End User
Associate,Other End User
SOMETHING ELSE,Other End User
Presales Solutions Architect - Cloud and Infra,Other End User
Assistant Manager,Other Decision Maker
Senior Software Engineer,Technology End User
Tech Innovation Eng Analyst,Technology End User
Data Engineer/Software Engineer,Technology End User
Senior data engineer,Technology End User
供应链管培生,Other End User
Associate Director (Gaming Gear & Accessory),Industry LOB - Gaming DM
Information Technology Developer,Technology End User
Sde,Technology End User
QA Manager,Other End User
Auditor,Finance Decision Maker
Senior Engineer,Technology End User
Frontend Engineer,Technology End User
Product Manager,Product Decision Maker
Vice President Sales,Sales Decision Maker
Software Manager,Technology Decision Maker
SDE @ GoodScore | Ex - BYJU'S | NIT Durgapur CSE‘23,Technology End User
Engineer,Technology End User
Aiml Developer,Technology End User
Software Engineer / 소프트웨어 엔지니어,Technology End User
na,Junk/Invalid
Assistant Manager,Other Decision Maker
Executive Engineer (Corporate Services),Technology End User
Software Development Engineer - 2,Technology End User
Data Scientist,Data End User
Full Stack Developer Software Architect,Technology End User
Principal Project Manager,Information Decision Maker
Product Manager,Product Decision Maker
Product Manager,Product Decision Maker
Technical Consultant,Technology End User
Business Analyst,Other End User
engineer,Technology End User
Director Marketing,Marketing Decision Maker
Procurement Associate,Operations End User
Senior Systems Engineer,Technology End User
Machine Learning Engineer,Technology End User
Sr. Analyst,Technology End User
Devops Engineer,Technology End User
Industrial Development Officer,Industry LOB - Manufacturing DM
Full-stack developer,Technology End User
Hi,Other End User
AI Specialist,Technology End User
Senior Specialist - Architecture,Technology End User
Senior Software Engineer,Technology End User
ASSISTANT PROFESSOR,Industry LOB - Edu End User
NOC ENGINEER,Technology End User
Assistant Manager,Other End User
Machine Learning Engineer,Technology End User
Application Development Lead,Technology End User
Solutions Architect,Technology End User
Engineer,Technology End User
Full Stack Software Engineer,Technology End User
Software Engineer,Technology End User
Engineer,Technology End User
Engineer,Technology End User
Audio Visual Technician,Technology End User
Software Engineer,Technology End User
Information Technology Project Engineer,Information End User
Deputy Manager - Graphic Design,Marketing End User
Assistant Manager,Other End User
Software Developer,Technology End User
Assistant Team Leader,Other End User
Software Engineer,Technology End User
Co Founder,Other Decision Maker
Senior Software Engineer,Technology End User
Intern Trainee,Other End User
Technology Project Engineer,Technology End User
Technical Lead,Technology End User
Director,Other Decision Maker
CSR Manager,Other End User
Product Manager,Product Decision Maker
Senior Computer Vision Data Scientist,Data End User
Software Developer,Technology End User
Associate IT Consultant,Information End User
Product Manager,Product Decision Maker
Design Engineer,Other End User
Executive,Other Decision Maker
DATA ENGINEER,Technology End User
Technical consultant,Technology End User
Software Engineer,Technology End User
Assistant Professor,Industry LOB - Edu End User
Senior Associate Marketing Manager,Marketing End User
Data Scientist,Data End User
Data Scientist (Level 2),Data End User
Customer solution adoption specialist,Technology End User
Solution Engineer,Technology End User
Head It Project,Information Decision Maker
"AVP - Retail Banking Delivery Captain, Rewards & Loyalty Lead",Marketing Executive
Head of B2C Operations,Operations Executive
Associate Marketing Manager - Sports / Software Developer,Technology End User
Frontend Developer,Technology End User
Associate Product Manager,Product End User
Full Stack Developer,Technology End User
Assistant Manager,Other End User
Engineer,Technology End User
Global Onboarding Leader,HR End User
SDE 3,Other End User
System Engineer,Technology End User
Co-Founder,Other Decision Maker
GEN AI ENGINEER,Data End User
Technical Lead – NICE CXone Platform Specialist (Contact Center Platforms),Information End User
Cloud Architect,Other End User
Project Associate I,Other End User
Waste Management,Other Decision Maker
Data Scientist,Data End User
"Partner; CEO/CIO, Private Credit and Special Situations",Chief Executive
System engineer,Technology End User
Software Engineer,Technology End User
Certified Medical Coder,Industry LOB - Healthcare End User
ARCHITECT,Technology End User
